station,year,month,day,date,PM2.5,PM10,SO2,NO2,CO,O3,AQI_value,AQI_label,highest_pollutant
Dingling,2014,1,3,2014-01-03,36.0,67.0,19.0,18.0,479.0,51.0,59,Moderate,PM10
Dingling,2014,1,4,2014-01-04,99.0,102.0,30.0,57.0,1658.0,7.0,130,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,1,5,2014-01-05,60.0,62.0,21.0,34.0,992.0,36.0,81,Moderate,PM2.5
Dingling,2014,1,6,2014-01-06,148.0,177.0,47.0,68.0,2121.0,2.0,197,Unhealthy,PM2.5
Dingling,2014,1,7,2014-01-07,72.0,84.0,19.0,32.0,1054.0,42.0,96,Moderate,PM2.5
Dingling,2014,1,8,2014-01-08,14.0,20.0,10.0,7.0,288.0,57.0,28,Good,O3
Dingling,2014,1,9,2014-01-09,23.0,40.0,15.0,14.0,517.0,48.0,40,Good,PM10
Dingling,2014,1,10,2014-01-10,40.0,73.0,39.0,33.0,967.0,27.0,62,Moderate,PM10
Dingling,2014,1,11,2014-01-11,57.0,92.0,52.0,47.0,1296.0,22.0,77,Moderate,PM2.5
Dingling,2014,1,12,2014-01-12,17.0,31.0,16.0,12.0,462.0,57.0,31,Good,PM10
Dingling,2014,1,13,2014-01-13,60.0,94.0,47.0,55.0,1254.0,14.0,81,Moderate,PM2.5
Dingling,2014,1,14,2014-01-14,44.0,68.0,41.0,42.0,1050.0,32.0,61,Moderate,PM2.5
Dingling,2014,1,15,2014-01-15,88.0,128.0,67.0,75.0,1985.0,9.0,116,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,1,16,2014-01-16,159.0,204.0,66.0,74.0,2146.0,20.0,209,Very Unhealthy,PM2.5
Dingling,2014,1,17,2014-01-17,126.0,137.0,45.0,44.0,1792.0,32.0,165,Unhealthy,PM2.5
Dingling,2014,1,18,2014-01-18,48.0,67.0,30.0,38.0,842.0,42.0,66,Moderate,PM2.5
Dingling,2014,1,19,2014-01-19,110.0,190.0,57.0,61.0,2075.0,27.0,144,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,1,20,2014-01-20,5.0,23.0,2.0,3.0,133.0,70.0,35,Good,O3
Dingling,2014,1,21,2014-01-21,33.0,46.0,24.0,20.0,625.0,50.0,47,Good,PM2.5
Dingling,2014,1,22,2014-01-22,94.0,128.0,60.0,56.0,1544.0,22.0,124,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,1,23,2014-01-23,202.0,245.0,100.0,97.0,2550.0,17.0,252,Very Unhealthy,PM2.5
Dingling,2014,1,24,2014-01-24,118.0,150.0,56.0,54.0,1746.0,34.0,154,Unhealthy,PM2.5
Dingling,2014,1,25,2014-01-25,16.0,31.0,14.0,8.0,383.0,65.0,32,Good,O3
Dingling,2014,1,26,2014-01-26,53.0,86.0,35.0,31.0,842.0,34.0,72,Moderate,PM2.5
Dingling,2014,1,27,2014-01-27,91.0,118.0,37.0,32.0,1154.0,40.0,120,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,1,28,2014-01-28,41.0,76.0,24.0,18.0,721.0,55.0,63,Moderate,PM10
Dingling,2014,1,29,2014-01-29,102.0,146.0,48.0,46.0,1767.0,17.0,134,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,1,30,2014-01-30,42.0,71.0,19.0,14.0,692.0,61.0,61,Moderate,PM10
Dingling,2014,1,31,2014-01-31,142.0,172.0,41.0,33.0,1317.0,25.0,188,Unhealthy,PM2.5
Dingling,2014,2,1,2014-02-01,154.0,149.0,41.0,39.0,1912.0,16.0,204,Very Unhealthy,PM2.5
Dingling,2014,2,2,2014-02-02,63.0,94.0,13.0,21.0,1004.0,50.0,85,Moderate,PM2.5
Dingling,2014,2,3,2014-02-03,6.0,24.0,3.0,4.0,142.0,71.0,36,Good,O3
Dingling,2014,2,4,2014-02-04,14.0,23.0,9.0,6.0,312.0,63.0,32,Good,O3
Dingling,2014,2,5,2014-02-05,85.0,92.0,35.0,29.0,1254.0,32.0,112,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,2,6,2014-02-06,142.0,123.0,26.0,39.0,1454.0,13.0,188,Unhealthy,PM2.5
Dingling,2014,2,7,2014-02-07,125.0,92.0,29.0,41.0,1312.0,25.0,164,Unhealthy,PM2.5
Dingling,2014,2,8,2014-02-08,60.0,41.0,13.0,20.0,738.0,50.0,81,Moderate,PM2.5
Dingling,2014,2,9,2014-02-09,10.0,11.0,15.0,5.0,300.0,64.0,32,Good,O3
Dingling,2014,2,10,2014-02-10,24.0,21.0,24.0,17.0,575.0,52.0,34,Good,PM2.5
Dingling,2014,2,11,2014-02-11,83.0,72.0,34.0,47.0,1394.0,24.0,110,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,2,12,2014-02-12,92.0,85.0,34.0,50.0,1456.0,5.0,121,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,2,13,2014-02-13,197.0,172.0,52.0,62.0,2652.0,1.0,247,Very Unhealthy,PM2.5
Dingling,2014,2,14,2014-02-14,256.0,215.0,46.0,58.0,2560.0,3.0,305,Hazardous,PM2.5
Dingling,2014,2,15,2014-02-15,372.0,316.0,68.0,79.0,3131.0,2.0,398,Hazardous,PM2.5
Dingling,2014,2,16,2014-02-16,241.0,186.0,46.0,46.0,2198.0,12.0,291,Very Unhealthy,PM2.5
Dingling,2014,2,17,2014-02-17,149.0,131.0,51.0,55.0,2302.0,29.0,199,Unhealthy,PM2.5
Dingling,2014,2,18,2014-02-18,86.0,97.0,29.0,44.0,1238.0,30.0,114,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,2,19,2014-02-19,38.0,34.0,20.0,16.0,608.0,56.0,54,Moderate,PM2.5
Dingling,2014,2,20,2014-02-20,159.0,168.0,32.0,58.0,1842.0,16.0,209,Very Unhealthy,PM2.5
Dingling,2014,2,21,2014-02-21,321.0,323.0,46.0,68.0,2712.0,24.0,357,Hazardous,PM2.5
Dingling,2014,2,22,2014-02-22,325.0,326.0,68.0,70.0,3062.0,10.0,360,Hazardous,PM2.5
Dingling,2014,2,23,2014-02-23,290.0,294.0,93.0,75.0,3400.0,7.0,332,Hazardous,PM2.5
Dingling,2014,2,24,2014-02-24,301.0,296.0,71.0,73.0,3673.0,17.0,341,Hazardous,PM2.5
Dingling,2014,2,25,2014-02-25,388.0,370.0,54.0,84.0,3925.0,15.0,410,Hazardous,PM2.5
Dingling,2014,2,26,2014-02-26,370.0,308.0,74.0,75.0,3321.0,29.0,396,Hazardous,PM2.5
Dingling,2014,2,27,2014-02-27,14.0,6.0,6.0,6.0,179.0,75.0,38,Good,O3
Dingling,2014,2,28,2014-02-28,77.0,82.0,23.0,48.0,1467.0,18.0,102,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,3,1,2014-03-01,49.0,41.0,31.0,26.0,1812.0,48.0,67,Moderate,PM2.5
Dingling,2014,3,2,2014-03-02,89.0,109.0,42.0,49.0,2642.0,35.0,117,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,3,3,2014-03-03,226.0,241.0,58.0,85.0,4342.0,3.0,276,Very Unhealthy,PM2.5
Dingling,2014,3,4,2014-03-04,39.0,39.0,14.0,14.0,2017.0,60.0,55,Moderate,PM2.5
Dingling,2014,3,5,2014-03-05,14.0,33.0,11.0,10.0,354.0,67.0,34,Good,O3
Dingling,2014,3,6,2014-03-06,14.0,24.0,12.0,5.0,354.0,69.0,34,Good,O3
Dingling,2014,3,7,2014-03-07,26.0,42.0,14.0,19.0,554.0,51.0,42,Good,PM10
Dingling,2014,3,8,2014-03-08,88.0,107.0,37.0,55.0,1367.0,32.0,116,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,3,9,2014-03-09,85.0,101.0,31.0,39.0,1067.0,51.0,112,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,3,10,2014-03-10,85.0,102.0,38.0,57.0,1188.0,26.0,112,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,3,11,2014-03-11,136.0,148.0,50.0,55.0,1721.0,41.0,180,Unhealthy,PM2.5
Dingling,2014,3,12,2014-03-12,6.0,13.0,3.0,3.0,175.0,84.0,42,Good,O3
Dingling,2014,3,13,2014-03-13,14.0,68.0,9.0,8.0,246.0,76.0,59,Moderate,PM10
Dingling,2014,3,14,2014-03-14,24.0,72.0,8.0,16.0,375.0,76.0,61,Moderate,PM10
Dingling,2014,3,15,2014-03-15,81.0,133.0,28.0,49.0,975.0,47.0,107,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,3,16,2014-03-16,120.0,186.0,50.0,52.0,1675.0,52.0,157,Unhealthy,PM2.5
Dingling,2014,3,17,2014-03-17,92.0,286.0,21.0,21.0,904.0,61.0,168,Unhealthy,PM10
Dingling,2014,3,18,2014-03-18,32.0,111.0,10.0,15.0,429.0,81.0,81,Moderate,PM10
Dingling,2014,3,19,2014-03-19,36.0,60.0,10.0,18.0,525.0,64.0,55,Moderate,PM10
Dingling,2014,3,20,2014-03-20,7.0,12.0,3.0,3.0,208.0,85.0,42,Good,O3
Dingling,2014,3,21,2014-03-21,18.0,41.0,12.0,12.0,375.0,69.0,41,Good,PM10
Dingling,2014,3,22,2014-03-22,24.0,48.0,12.0,10.0,325.0,77.0,48,Good,PM10
Dingling,2014,3,23,2014-03-23,121.0,162.0,32.0,35.0,1208.0,91.0,158,Unhealthy,PM2.5
Dingling,2014,3,24,2014-03-24,211.0,225.0,36.0,55.0,1721.0,86.0,261,Very Unhealthy,PM2.5
Dingling,2014,3,25,2014-03-25,211.0,222.0,38.0,43.0,1412.0,124.0,261,Very Unhealthy,PM2.5
Dingling,2014,3,26,2014-03-26,239.0,246.0,29.0,46.0,1383.0,131.0,289,Very Unhealthy,PM2.5
Dingling,2014,3,27,2014-03-27,286.0,286.0,30.0,58.0,2192.0,43.0,329,Hazardous,PM2.5
Dingling,2014,3,28,2014-03-28,105.0,134.0,12.0,24.0,1067.0,62.0,137,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,3,29,2014-03-29,20.0,58.0,4.0,6.0,238.0,79.0,54,Moderate,PM10
Dingling,2014,3,30,2014-03-30,20.0,45.0,8.0,15.0,333.0,76.0,45,Good,PM10
Dingling,2014,3,31,2014-03-31,71.0,105.0,16.0,31.0,912.0,62.0,95,Moderate,PM2.5
Dingling,2014,4,1,2014-04-01,88.0,94.0,14.0,25.0,754.0,89.0,116,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,4,2,2014-04-02,75.0,142.0,13.0,18.0,688.0,101.0,100,Moderate,PM2.5
Dingling,2014,4,3,2014-04-03,21.0,52.0,3.0,8.0,304.0,82.0,51,Moderate,PM10
Dingling,2014,4,4,2014-04-04,26.0,107.0,5.0,16.0,371.0,68.0,79,Moderate,PM10
Dingling,2014,4,5,2014-04-05,12.0,49.0,3.0,6.0,117.0,94.0,49,Good,PM10
Dingling,2014,4,6,2014-04-06,32.0,80.0,10.0,24.0,325.0,81.0,65,Moderate,PM10
Dingling,2014,4,7,2014-04-07,89.0,151.0,14.0,35.0,550.0,100.0,117,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,4,8,2014-04-08,183.0,213.0,29.0,46.0,1104.0,129.0,233,Very Unhealthy,PM2.5
Dingling,2014,4,9,2014-04-09,135.0,220.0,16.0,26.0,662.0,110.0,178,Unhealthy,PM2.5
Dingling,2014,4,10,2014-04-10,80.0,367.0,20.0,43.0,1048.0,60.0,224,Very Unhealthy,PM10
Dingling,2014,4,11,2014-04-11,54.0,107.0,10.0,45.0,662.0,69.0,79,Moderate,PM10
Dingling,2014,4,12,2014-04-12,85.0,101.0,13.0,39.0,833.0,99.0,112,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,4,13,2014-04-13,148.0,159.0,20.0,48.0,1192.0,131.0,197,Unhealthy,PM2.5
Dingling,2014,4,14,2014-04-14,262.0,227.0,20.0,44.0,1596.0,159.0,310,Hazardous,PM2.5
Dingling,2014,4,15,2014-04-15,150.0,161.0,14.0,37.0,1012.0,87.0,200,Unhealthy,PM2.5
Dingling,2014,4,16,2014-04-16,57.0,89.0,9.0,47.0,521.0,46.0,77,Moderate,PM2.5
Dingling,2014,4,17,2014-04-17,86.0,86.0,9.0,36.0,1000.0,72.0,114,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,4,18,2014-04-18,140.0,99.0,8.0,40.0,1138.0,83.0,186,Unhealthy,PM2.5
Dingling,2014,4,19,2014-04-19,63.0,72.0,11.0,51.0,671.0,68.0,85,Moderate,PM2.5
Dingling,2014,4,20,2014-04-20,31.0,31.0,5.0,19.0,300.0,73.0,44,Good,PM2.5
Dingling,2014,4,21,2014-04-21,21.0,33.0,7.0,13.0,146.0,90.0,45,Good,O3
Dingling,2014,4,22,2014-04-22,40.0,63.0,6.0,16.0,229.0,109.0,58,Moderate,O3
Dingling,2014,4,23,2014-04-23,112.0,117.0,15.0,28.0,729.0,115.0,146,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,4,24,2014-04-24,120.0,123.0,13.0,31.0,833.0,106.0,157,Unhealthy,PM2.5
Dingling,2014,4,25,2014-04-25,145.0,183.0,14.0,29.0,854.0,113.0,193,Unhealthy,PM2.5
Dingling,2014,4,26,2014-04-26,35.0,55.0,5.0,17.0,321.0,70.0,53,Moderate,PM10
Dingling,2014,4,27,2014-04-27,59.0,56.0,4.0,21.0,338.0,81.0,80,Moderate,PM2.5
Dingling,2014,4,28,2014-04-28,89.0,74.0,5.0,26.0,762.0,107.0,117,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,4,29,2014-04-29,153.0,83.0,9.0,36.0,670.0,76.0,203,Very Unhealthy,PM2.5
Dingling,2014,4,30,2014-04-30,114.0,113.0,18.0,31.0,807.0,157.0,149,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,5,1,2014-05-01,109.0,123.0,12.0,24.0,700.0,109.0,142,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,5,2,2014-05-02,19.0,36.0,2.0,5.0,171.0,91.0,46,Good,O3
Dingling,2014,5,3,2014-05-03,21.0,49.0,3.0,14.0,221.0,73.0,49,Good,PM10
Dingling,2014,5,4,2014-05-04,19.0,34.0,2.0,3.0,204.0,82.0,41,Good,O3
Dingling,2014,5,5,2014-05-05,14.0,27.0,2.0,8.0,104.0,84.0,42,Good,O3
Dingling,2014,5,6,2014-05-06,55.0,78.0,20.0,32.0,583.0,87.0,75,Moderate,PM2.5
Dingling,2014,5,7,2014-05-07,39.0,47.0,5.0,13.0,362.0,89.0,55,Moderate,PM2.5
Dingling,2014,5,8,2014-05-08,48.0,72.0,10.0,22.0,342.0,109.0,66,Moderate,PM2.5
Dingling,2014,5,9,2014-05-09,52.0,74.0,28.0,35.0,838.0,98.0,71,Moderate,PM2.5
Dingling,2014,5,10,2014-05-10,53.0,76.0,16.0,30.0,708.0,78.0,72,Moderate,PM2.5
Dingling,2014,5,11,2014-05-11,19.0,24.0,2.0,11.0,192.0,80.0,40,Good,O3
Dingling,2014,5,12,2014-05-12,28.0,44.0,3.0,19.0,217.0,72.0,44,Good,PM10
Dingling,2014,5,13,2014-05-13,36.0,73.0,3.0,23.0,238.0,72.0,62,Moderate,PM10
Dingling,2014,5,14,2014-05-14,13.0,33.0,3.0,11.0,117.0,76.0,38,Good,O3
Dingling,2014,5,15,2014-05-15,58.0,136.0,4.0,24.0,212.0,75.0,93,Moderate,PM10
Dingling,2014,5,16,2014-05-16,34.0,78.0,3.0,15.0,158.0,100.0,64,Moderate,PM10
Dingling,2014,5,17,2014-05-17,46.0,83.0,15.0,23.0,771.0,120.0,67,Moderate,PM10
Dingling,2014,5,18,2014-05-18,62.0,84.0,14.0,17.0,696.0,152.0,93,Moderate,O3
Dingling,2014,5,19,2014-05-19,91.0,94.0,8.0,20.0,846.0,163.0,120,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,5,20,2014-05-20,46.0,59.0,7.0,16.0,375.0,121.0,68,Moderate,O3
Dingling,2014,5,21,2014-05-21,99.0,127.0,20.0,26.0,1108.0,160.0,130,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,5,22,2014-05-22,122.0,130.0,17.0,22.0,1140.0,158.0,160,Unhealthy,PM2.5
Dingling,2014,5,23,2014-05-23,63.0,92.0,10.0,22.0,375.0,137.0,85,Moderate,PM2.5
Dingling,2014,5,24,2014-05-24,54.0,45.0,3.0,17.0,538.0,77.0,74,Moderate,PM2.5
Dingling,2014,5,25,2014-05-25,56.0,92.0,2.0,8.0,329.0,69.0,76,Moderate,PM2.5
Dingling,2014,5,26,2014-05-26,16.0,32.0,5.0,10.0,100.0,90.0,45,Good,O3
Dingling,2014,5,27,2014-05-27,24.0,81.0,3.0,7.0,100.0,94.0,66,Moderate,PM10
Dingling,2014,5,28,2014-05-28,23.0,49.0,7.0,18.0,112.0,123.0,69,Moderate,O3
Dingling,2014,5,29,2014-05-29,22.0,43.0,4.0,10.0,112.0,117.0,64,Moderate,O3
Dingling,2014,5,30,2014-05-30,60.0,106.0,24.0,19.0,792.0,207.0,143,Unhealthy for Sensitive Groups,O3
Dingling,2014,5,31,2014-05-31,89.0,129.0,26.0,24.0,1332.0,203.0,139,Unhealthy for Sensitive Groups,O3
Dingling,2014,6,1,2014-06-01,45.0,52.0,5.0,11.0,577.0,159.0,99,Moderate,O3
Dingling,2014,6,2,2014-06-02,19.0,22.0,2.0,8.0,171.0,109.0,58,Moderate,O3
Dingling,2014,6,3,2014-06-03,29.0,40.0,8.0,14.0,308.0,134.0,78,Moderate,O3
Dingling,2014,6,4,2014-06-04,50.0,63.0,7.0,20.0,550.0,140.0,83,Moderate,O3
Dingling,2014,6,5,2014-06-05,47.0,54.0,12.0,14.0,400.0,155.0,96,Moderate,O3
Dingling,2014,6,6,2014-06-06,42.0,48.0,5.0,15.0,429.0,80.0,59,Moderate,PM2.5
Dingling,2014,6,7,2014-06-07,5.0,11.0,2.0,4.0,100.0,82.0,41,Good,O3
Dingling,2014,6,8,2014-06-08,11.0,19.0,2.0,14.0,125.0,73.0,36,Good,O3
Dingling,2014,6,9,2014-06-09,15.0,25.0,6.0,13.0,258.0,87.0,44,Good,O3
Dingling,2014,6,10,2014-06-10,42.0,37.0,2.0,14.0,494.0,80.0,59,Moderate,PM2.5
Dingling,2014,6,11,2014-06-11,32.0,20.0,2.0,7.0,433.0,74.0,46,Good,PM2.5
Dingling,2014,6,12,2014-06-12,15.0,20.0,6.0,8.0,356.0,109.0,58,Moderate,O3
Dingling,2014,6,13,2014-06-13,28.0,34.0,5.0,11.0,392.0,125.0,71,Moderate,O3
Dingling,2014,6,14,2014-06-14,21.0,26.0,2.0,9.0,262.0,129.0,74,Moderate,O3
Dingling,2014,6,15,2014-06-15,68.0,60.0,7.0,17.0,554.0,160.0,100,Moderate,O3
Dingling,2014,6,16,2014-06-16,74.0,68.0,2.0,17.0,494.0,154.0,99,Moderate,PM2.5
Dingling,2014,6,17,2014-06-17,59.0,44.0,2.0,16.0,525.0,121.0,80,Moderate,PM2.5
Dingling,2014,6,18,2014-06-18,42.0,33.0,3.0,17.0,354.0,94.0,59,Moderate,PM2.5
Dingling,2014,6,19,2014-06-19,81.0,64.0,4.0,19.0,696.0,127.0,107,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,6,20,2014-06-20,34.0,23.0,2.0,12.0,417.0,102.0,52,Moderate,O3
Dingling,2014,6,21,2014-06-21,71.0,47.0,4.0,18.0,748.0,88.0,95,Moderate,PM2.5
Dingling,2014,6,22,2014-06-22,20.0,19.0,2.0,8.0,267.0,94.0,47,Good,O3
Dingling,2014,6,23,2014-06-23,12.0,15.0,2.0,8.0,192.0,95.0,48,Good,O3
Dingling,2014,6,24,2014-06-24,32.0,48.0,3.0,17.0,454.0,152.0,93,Moderate,O3
Dingling,2014,6,25,2014-06-25,100.0,106.0,7.0,28.0,967.0,109.0,131,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,6,26,2014-06-26,85.0,73.0,4.0,16.0,738.0,110.0,112,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,6,27,2014-06-27,6.0,14.0,2.0,6.0,208.0,84.0,42,Good,O3
Dingling,2014,6,28,2014-06-28,11.0,25.0,4.0,9.0,258.0,89.0,44,Good,O3
Dingling,2014,6,29,2014-06-29,31.0,68.0,5.0,20.0,688.0,137.0,81,Moderate,O3
Dingling,2014,6,30,2014-06-30,65.0,109.0,8.0,19.0,1079.0,183.0,121,Unhealthy for Sensitive Groups,O3
Dingling,2014,7,1,2014-07-01,100.0,132.0,16.0,26.0,933.0,155.0,131,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,7,2,2014-07-02,48.0,40.0,2.0,16.0,725.0,103.0,66,Moderate,PM2.5
Dingling,2014,7,3,2014-07-03,160.0,122.0,2.0,20.0,1017.0,88.0,210,Very Unhealthy,PM2.5
Dingling,2014,7,4,2014-07-04,152.0,129.0,2.0,14.0,1000.0,120.0,202,Very Unhealthy,PM2.5
Dingling,2014,7,5,2014-07-05,137.0,116.0,2.0,20.0,1048.0,125.0,181,Unhealthy,PM2.5
Dingling,2014,7,6,2014-07-06,190.0,171.0,4.0,23.0,1217.0,139.0,240,Very Unhealthy,PM2.5
Dingling,2014,7,7,2014-07-07,167.0,148.0,8.0,23.0,1173.0,128.0,217,Very Unhealthy,PM2.5
Dingling,2014,7,8,2014-07-08,73.0,61.0,5.0,14.0,596.0,95.0,97,Moderate,PM2.5
Dingling,2014,7,9,2014-07-09,9.0,27.0,5.0,14.0,285.0,65.0,32,Good,O3
Dingling,2014,7,10,2014-07-10,18.0,45.0,9.0,13.0,396.0,108.0,57,Moderate,O3
Dingling,2014,7,11,2014-07-11,10.0,28.0,4.0,10.0,279.0,85.0,42,Good,O3
Dingling,2014,7,12,2014-07-12,7.0,19.0,2.0,8.0,242.0,103.0,53,Moderate,O3
Dingling,2014,7,13,2014-07-13,9.0,29.0,2.0,6.0,246.0,80.0,40,Good,O3
Dingling,2014,7,14,2014-07-14,15.0,38.0,2.0,10.0,350.0,121.0,68,Moderate,O3
Dingling,2014,7,15,2014-07-15,39.0,100.0,4.0,13.0,475.0,163.0,103,Unhealthy for Sensitive Groups,O3
Dingling,2014,7,16,2014-07-16,78.0,81.0,3.0,12.0,696.0,154.0,104,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,7,17,2014-07-17,113.0,109.0,3.0,17.0,1412.0,113.0,147,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,7,18,2014-07-18,152.0,150.0,5.0,18.0,1792.0,156.0,202,Very Unhealthy,PM2.5
Dingling,2014,7,19,2014-07-19,100.0,108.0,2.0,17.0,883.0,151.0,131,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,7,20,2014-07-20,73.0,93.0,4.0,17.0,704.0,131.0,97,Moderate,PM2.5
Dingling,2014,7,21,2014-07-21,24.0,30.0,4.0,12.0,396.0,88.0,44,Good,O3
Dingling,2014,7,22,2014-07-22,8.0,17.0,9.0,17.0,354.0,64.0,32,Good,O3
Dingling,2014,7,23,2014-07-23,13.0,22.0,11.0,8.0,438.0,91.0,46,Good,O3
Dingling,2014,7,24,2014-07-24,37.0,68.0,4.0,25.0,667.0,114.0,62,Moderate,O3
Dingling,2014,7,25,2014-07-25,41.0,84.0,3.0,15.0,762.0,134.0,78,Moderate,O3
Dingling,2014,7,26,2014-07-26,71.0,110.0,6.0,23.0,1025.0,215.0,150,Unhealthy for Sensitive Groups,O3
Dingling,2014,7,27,2014-07-27,101.0,145.0,12.0,23.0,958.0,186.0,132,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,7,28,2014-07-28,123.0,145.0,7.0,19.0,908.0,171.0,161,Unhealthy,PM2.5
Dingling,2014,7,29,2014-07-29,113.0,134.0,3.0,20.0,767.0,141.0,147,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,7,30,2014-07-30,98.0,86.0,2.0,15.0,1083.0,131.0,129,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,7,31,2014-07-31,190.0,178.0,2.0,22.0,1592.0,128.0,240,Very Unhealthy,PM2.5
Dingling,2014,8,1,2014-08-01,159.0,159.0,2.0,23.0,1279.0,124.0,209,Very Unhealthy,PM2.5
Dingling,2014,8,2,2014-08-02,144.0,145.0,2.0,24.0,1096.0,147.0,191,Unhealthy,PM2.5
Dingling,2014,8,3,2014-08-03,110.0,111.0,2.0,19.0,933.0,124.0,144,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,8,4,2014-08-04,13.0,18.0,5.0,13.0,396.0,53.0,26,Good,O3
Dingling,2014,8,5,2014-08-05,24.0,36.0,10.0,20.0,562.0,79.0,40,Good,O3
Dingling,2014,8,6,2014-08-06,11.0,20.0,2.0,13.0,325.0,85.0,42,Good,O3
Dingling,2014,8,7,2014-08-07,37.0,62.0,7.0,19.0,817.0,142.0,85,Moderate,O3
Dingling,2014,8,8,2014-08-08,61.0,84.0,5.0,21.0,967.0,143.0,86,Moderate,O3
Dingling,2014,8,9,2014-08-09,76.0,98.0,6.0,22.0,971.0,140.0,101,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,8,10,2014-08-10,20.0,28.0,3.0,17.0,458.0,112.0,60,Moderate,O3
Dingling,2014,8,11,2014-08-11,8.0,17.0,2.0,14.0,275.0,100.0,50,Good,O3
Dingling,2014,8,12,2014-08-12,16.0,32.0,6.0,16.0,412.0,110.0,58,Moderate,O3
Dingling,2014,8,13,2014-08-13,23.0,29.0,2.0,23.0,488.0,60.0,33,Good,PM2.5
Dingling,2014,8,14,2014-08-14,24.0,36.0,4.0,22.0,467.0,78.0,39,Good,O3
Dingling,2014,8,15,2014-08-15,19.0,34.0,6.0,21.0,433.0,100.0,50,Good,O3
Dingling,2014,8,16,2014-08-16,35.0,58.0,3.0,17.0,558.0,147.0,89,Moderate,O3
Dingling,2014,8,17,2014-08-17,50.0,75.0,3.0,18.0,704.0,155.0,96,Moderate,O3
Dingling,2014,8,18,2014-08-18,53.0,77.0,5.0,18.0,662.0,153.0,94,Moderate,O3
Dingling,2014,8,19,2014-08-19,75.0,99.0,3.0,18.0,733.0,148.0,100,Moderate,PM2.5
Dingling,2014,8,20,2014-08-20,102.0,140.0,10.0,22.0,967.0,169.0,134,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,8,21,2014-08-21,118.0,145.0,7.0,27.0,1104.0,148.0,154,Unhealthy,PM2.5
Dingling,2014,8,22,2014-08-22,33.0,47.0,2.0,28.0,533.0,70.0,47,Good,PM2.5
Dingling,2014,8,23,2014-08-23,60.0,76.0,7.0,20.0,708.0,118.0,81,Moderate,PM2.5
Dingling,2014,8,24,2014-08-24,9.0,17.0,3.0,10.0,242.0,75.0,38,Good,O3
Dingling,2014,8,25,2014-08-25,9.0,18.0,4.0,14.0,254.0,77.0,38,Good,O3
Dingling,2014,8,26,2014-08-26,11.0,32.0,11.0,17.0,288.0,85.0,42,Good,O3
Dingling,2014,8,27,2014-08-27,33.0,71.0,5.0,16.0,408.0,137.0,81,Moderate,O3
Dingling,2014,8,28,2014-08-28,69.0,92.0,5.0,19.0,592.0,125.0,92,Moderate,PM2.5
Dingling,2014,8,29,2014-08-29,56.0,67.0,3.0,13.0,708.0,123.0,76,Moderate,PM2.5
Dingling,2014,8,30,2014-08-30,106.0,123.0,5.0,26.0,1285.0,55.0,139,Unhealthy for Sensitive Groups,PM2.5
Dingling,2014,8,31,2014-08-31,28.0,34.0,2.0,10.0,729.0,103.0,53,Moderate,O3
Dingling,2014,9,1,2014-09-01,67.0,74.0,3.0,15.0,1162.0,75.0,90,Moderate,PM2.5
Dingling,2014,9,2,2014-09-02,10.0,14.0,2.0,12.0,525.0,54.0,27,Good,O3
